year,month,species,sciname,length_cm,frequency
2017,11,SHRPE71,Metapenaeus monoceros,3,50
2017,11,SHRPE71,Metapenaeus monoceros,3.1,16
2017,11,SHRPE71,Metapenaeus monoceros,3.2,3
2017,11,SHRPE71,Metapenaeus monoceros,3.3,20
2017,11,SHRPE71,Metapenaeus monoceros,3.4,26
2017,11,SHRPE71,Metapenaeus monoceros,3.5,15
2017,11,SHRPE71,Metapenaeus monoceros,3.6,3
2017,11,SHRPE71,Metapenaeus monoceros,3.7,12
2017,11,SHRPE71,Metapenaeus monoceros,3.8,3
2017,11,SHRPE71,Metapenaeus monoceros,3.9,5
2017,11,SHRPE71,Metapenaeus monoceros,4,4
2017,11,SHRPE71,Metapenaeus monoceros,4.1,7
2017,11,SHRPE71,Metapenaeus monoceros,4.2,1
2017,11,SHRPE71,Metapenaeus monoceros,4.3,2
2017,11,SHRPE71,Metapenaeus monoceros,4.4,6
2017,11,SHRPE71,Metapenaeus monoceros,4.5,3
2017,11,SHRPE71,Metapenaeus monoceros,4.7,1
2017,12,SHRPE71,Metapenaeus monoceros,0.8,1
2017,12,SHRPE71,Metapenaeus monoceros,1,1
2017,12,SHRPE71,Metapenaeus monoceros,1.2,21
2017,12,SHRPE71,Metapenaeus monoceros,1.3,5
2017,12,SHRPE71,Metapenaeus monoceros,1.4,3
2017,12,SHRPE71,Metapenaeus monoceros,1.5,71
2017,12,SHRPE71,Metapenaeus monoceros,1.6,37
2017,12,SHRPE71,Metapenaeus monoceros,1.7,16
2017,12,SHRPE71,Metapenaeus monoceros,1.8,34
2017,12,SHRPE71,Metapenaeus monoceros,2,87
2017,12,SHRPE71,Metapenaeus monoceros,2.1,33
2017,12,SHRPE71,Metapenaeus monoceros,2.2,22
2017,12,SHRPE71,Metapenaeus monoceros,2.3,3
2017,12,SHRPE71,Metapenaeus monoceros,2.4,2
2017,12,SHRPE71,Metapenaeus monoceros,2.5,88
2017,12,SHRPE71,Metapenaeus monoceros,2.6,61
2017,12,SHRPE71,Metapenaeus monoceros,2.7,2
2017,12,SHRPE71,Metapenaeus monoceros,2.8,1
2017,12,SHRPE71,Metapenaeus monoceros,2.9,12
2017,12,SHRPE71,Metapenaeus monoceros,3,53
2017,12,SHRPE71,Metapenaeus monoceros,3.1,1
2017,12,SHRPE71,Metapenaeus monoceros,3.2,9
2017,12,SHRPE71,Metapenaeus monoceros,3.3,3
2017,12,SHRPE71,Metapenaeus monoceros,3.5,20
2017,12,SHRPE71,Metapenaeus monoceros,3.8,4
2017,12,SHRPE71,Metapenaeus monoceros,4,12
2017,12,SHRPE71,Metapenaeus monoceros,4.2,5
2017,12,SHRPE71,Metapenaeus monoceros,4.5,1
2017,4,SHRPE73,Metapenaeus affinis,1,3
2017,4,SHRPE73,Metapenaeus affinis,2,1
2017,11,SHRPE73,Metapenaeus affinis,1,15
2017,11,SHRPE73,Metapenaeus affinis,1.1,35
2017,11,SHRPE73,Metapenaeus affinis,1.2,9
2017,11,SHRPE73,Metapenaeus affinis,1.3,15
2017,11,SHRPE73,Metapenaeus affinis,1.4,21
2017,11,SHRPE73,Metapenaeus affinis,1.5,12
2017,11,SHRPE73,Metapenaeus affinis,1.6,1
2017,11,SHRPE73,Metapenaeus affinis,1.8,6
2017,11,SHRPE73,Metapenaeus affinis,2.1,1
2017,11,SHRPE73,Metapenaeus affinis,2.3,1
2017,12,SHRPE73,Metapenaeus affinis,0.8,1
2017,12,SHRPE73,Metapenaeus affinis,1,2
2017,12,SHRPE73,Metapenaeus affinis,1.5,3
2017,12,SHRPE73,Metapenaeus affinis,2,8
2017,12,SHRPE73,Metapenaeus affinis,2.8,35
2017,12,SHRPE73,Metapenaeus affinis,3.2,8
2017,11,SHRPE77,Metapenaeus lysianassa,0.6,3
2017,11,SHRPE77,Metapenaeus lysianassa,0.9,12
2017,11,SHRPE77,Metapenaeus lysianassa,1.2,4
2017,11,SHRPE77,Metapenaeus lysianassa,1.3,9
2017,11,SHRPE77,Metapenaeus lysianassa,1.4,2
2017,11,SHRPE77,Metapenaeus lysianassa,1.5,19
2017,11,SHRPE77,Metapenaeus lysianassa,1.7,15
2017,11,SHRPE77,Metapenaeus lysianassa,1.8,3
2017,11,SHRPE77,Metapenaeus lysianassa,1.9,12
2017,11,SHRPE77,Metapenaeus lysianassa,2,14
2017,11,SHRPE77,Metapenaeus lysianassa,2.1,18
2017,11,SHRPE77,Metapenaeus lysianassa,2.2,1
2017,11,SHRPE77,Metapenaeus lysianassa,2.3,2
2017,11,SHRPE79,Metapenaeus dobsoni,1.2,3
2017,11,SHRPE79,Metapenaeus dobsoni,1.6,11
2017,11,SHRPE79,Metapenaeus dobsoni,1.7,2
2017,12,SHRPE79,Metapenaeus dobsoni,1,31
2017,12,SHRPE79,Metapenaeus dobsoni,1.1,40
2017,12,SHRPE79,Metapenaeus dobsoni,1.2,106
2017,12,SHRPE79,Metapenaeus dobsoni,1.3,28
2017,12,SHRPE79,Metapenaeus dobsoni,1.4,36
2017,12,SHRPE79,Metapenaeus dobsoni,1.5,35
2017,12,SHRPE79,Metapenaeus dobsoni,1.7,11
2017,12,SHRPE79,Metapenaeus dobsoni,1.8,5
2017,12,SHRPE79,Metapenaeus dobsoni,1.9,66
2017,12,SHRPE79,Metapenaeus dobsoni,2,45
2017,12,SHRPE79,Metapenaeus dobsoni,2.2,14
2017,12,SHRPE79,Metapenaeus dobsoni,2.3,21
2017,12,SHRPE79,Metapenaeus dobsoni,2.4,5
2017,1,SHRPE88,Metapenaeus brevicornis,0.1,1
2017,1,SHRPE88,Metapenaeus brevicornis,0.2,2
2017,1,SHRPE88,Metapenaeus brevicornis,0.3,16
2017,1,SHRPE88,Metapenaeus brevicornis,1.1,5
2017,1,SHRPE88,Metapenaeus brevicornis,1.2,26
2017,1,SHRPE88,Metapenaeus brevicornis,1.5,54
2017,1,SHRPE88,Metapenaeus brevicornis,1.7,55
2017,1,SHRPE88,Metapenaeus brevicornis,3.1,1
2017,2,SHRPE88,Metapenaeus brevicornis,1.5,13
2017,2,SHRPE88,Metapenaeus brevicornis,2,22
2017,2,SHRPE88,Metapenaeus brevicornis,2.2,5
2017,11,SHRPE88,Metapenaeus brevicornis,1,82
2017,11,SHRPE88,Metapenaeus brevicornis,1.1,64
2017,11,SHRPE88,Metapenaeus brevicornis,1.2,13
2017,11,SHRPE88,Metapenaeus brevicornis,1.3,37
2017,11,SHRPE88,Metapenaeus brevicornis,1.4,28
2017,11,SHRPE88,Metapenaeus brevicornis,1.5,47
2017,11,SHRPE88,Metapenaeus brevicornis,1.6,46
2017,11,SHRPE88,Metapenaeus brevicornis,1.7,15
2017,11,SHRPE88,Metapenaeus brevicornis,1.8,13
2017,11,SHRPE88,Metapenaeus brevicornis,1.9,10
2017,11,SHRPE88,Metapenaeus brevicornis,2,3
2017,11,SHRPE88,Metapenaeus brevicornis,2.1,1
2017,11,SHRPE88,Metapenaeus brevicornis,2.2,1
2017,11,SHRPE88,Metapenaeus brevicornis,2.6,1
2017,11,SHRPE88,Metapenaeus brevicornis,2.8,1
2017,12,SHRPE88,Metapenaeus brevicornis,1.1,6
2017,12,SHRPE88,Metapenaeus brevicornis,1.2,7
2017,12,SHRPE88,Metapenaeus brevicornis,1.3,19
2017,12,SHRPE88,Metapenaeus brevicornis,1.4,7
2017,12,SHRPE88,Metapenaeus brevicornis,1.5,52
2017,12,SHRPE88,Metapenaeus brevicornis,1.6,26
2017,12,SHRPE88,Metapenaeus brevicornis,1.7,18
2017,12,SHRPE88,Metapenaeus brevicornis,1.8,41
2017,12,SHRPE88,Metapenaeus brevicornis,1.9,4
2017,12,SHRPE88,Metapenaeus brevicornis,2,30
2017,12,SHRPE88,Metapenaeus brevicornis,2.1,3
2017,12,SHRPE88,Metapenaeus brevicornis,2.2,7
2017,12,SHRPE88,Metapenaeus brevicornis,2.4,6
2017,12,SHRPE88,Metapenaeus brevicornis,2.5,2
2017,12,SHRPE88,Metapenaeus brevicornis,3,1
2017,2,SHRSO00,SOLENOCERIDAE,1.5,20
2017,2,SHRSO00,SOLENOCERIDAE,2,18
2017,1,SHRSO16,Solenocera crassicornis,0.1,1
2017,1,SHRSO16,Solenocera crassicornis,0.2,7
2017,1,SHRSO16,Solenocera crassicornis,1,99
2017,1,SHRSO16,Solenocera crassicornis,1.1,5
2017,1,SHRSO16,Solenocera crassicornis,1.2,14
2017,1,SHRSO16,Solenocera crassicornis,1.7,3
2017,1,SHRSO16,Solenocera crassicornis,1.9,2
2017,1,SHRSO16,Solenocera crassicornis,2,8
2017,1,SHRSO16,Solenocera crassicornis,2.2,3
2017,2,SHRSO16,Solenocera crassicornis,1,9
2017,2,SHRSO16,Solenocera crassicornis,1.8,29
2017,2,SHRSO16,Solenocera crassicornis,2,7
2017,4,SHRSO16,Solenocera crassicornis,1,9
2017,4,SHRSO16,Solenocera crassicornis,1.5,16
2017,4,SHRSO16,Solenocera crassicornis,1.8,8
2017,4,SHRSO16,Solenocera crassicornis,2,6
2017,4,SHRSO16,Solenocera crassicornis,2.4,2
2017,12,SHRSO16,Solenocera crassicornis,1,6
2017,12,SHRSO16,Solenocera crassicornis,1.3,12
2017,12,SHRSO16,Solenocera crassicornis,1.5,2
2017,12,SHRSO16,Solenocera crassicornis,1.7,15
2017,12,SHRSO16,Solenocera crassicornis,1.8,3
2017,12,SHRSO16,Solenocera crassicornis,1.9,17
2017,12,SHRSO16,Solenocera crassicornis,2,3
2017,12,SHRSO16,Solenocera crassicornis,2.3,6
2017,12,SHRSO16,Solenocera crassicornis,2.4,9
2017,1,SHRSO19,Solenocera hextii,0.4,4
2017,1,SHRSO19,Solenocera hextii,0.9,7
2017,1,SHRSO19,Solenocera hextii,1,35
2017,1,SHRSO19,Solenocera hextii,1.1,20
2017,1,SHRSO19,Solenocera hextii,1.2,16
2017,1,SHRSO19,Solenocera hextii,1.3,7
2017,1,SHRSO19,Solenocera hextii,1.5,45
2017,1,SHRSO19,Solenocera hextii,1.7,4
2017,1,SHRSO19,Solenocera hextii,2,11
2017,1,SHRSO19,Solenocera hextii,2.2,7
2017,1,SHRSO19,Solenocera hextii,2.3,1
2017,1,SHRSO19,Solenocera hextii,2.4,1
2017,1,SHRSO19,Solenocera hextii,2.5,1
2017,1,SHRSO19,Solenocera hextii,3,1
2017,1,SHRSO19,Solenocera hextii,3.6,1
2017,2,SHRSO19,Solenocera hextii,1.5,7
2017,2,SHRSO19,Solenocera hextii,1.8,7
2017,2,SHRSO19,Solenocera hextii,2.5,9
2017,2,SHRSO19,Solenocera hextii,2.7,8
2017,11,SHRSO19,Solenocera hextii,1.5,16
2017,11,SHRSO19,Solenocera hextii,1.8,1
2017,11,SHRSO19,Solenocera hextii,2,2
2017,11,SHRSO19,Solenocera hextii,2.2,8
2017,11,SHRSO19,Solenocera hextii,2.3,2
2017,11,SHRSO19,Solenocera hextii,2.4,1
2017,11,SHRSO19,Solenocera hextii,2.8,1
2017,11,SHRSO19,Solenocera hextii,3.1,3
2017,12,SHRSO19,Solenocera hextii,0.5,14
2017,12,SHRSO19,Solenocera hextii,0.7,19
2017,12,SHRSO19,Solenocera hextii,0.8,21
2017,12,SHRSO19,Solenocera hextii,1,43
2017,12,SHRSO19,Solenocera hextii,1.1,17
2017,12,SHRSO19,Solenocera hextii,1.2,21
2017,12,SHRSO19,Solenocera hextii,1.3,34
2017,12,SHRSO19,Solenocera hextii,1.5,6
2017,12,SHRSO19,Solenocera hextii,1.7,1
2017,12,SHRSO19,Solenocera hextii,1.8,12
2017,12,SHRSO19,Solenocera hextii,2,19
2017,12,SHRSO19,Solenocera hextii,2.2,12
2017,12,SHRSO19,Solenocera hextii,2.3,1
2017,12,SHRSO19,Solenocera hextii,2.4,2
2017,12,SHRSO19,Solenocera hextii,2.5,8
2017,12,SHRSO19,Solenocera hextii,2.8,1
2017,1,SHRSO63,Solencera indica,0.8,5
2017,1,SHRSO63,Solencera indica,0.9,4
2017,1,SHRSO63,Solencera indica,1,36
2017,1,SHRSO63,Solencera indica,1.1,19
2017,1,SHRSO63,Solencera indica,1.2,44
2017,1,SHRSO63,Solencera indica,1.3,25
2017,1,SHRSO63,Solencera indica,1.4,17
2017,1,SHRSO63,Solencera indica,1.5,24
2017,1,SHRSO63,Solencera indica,1.6,6
2017,1,SHRSO63,Solencera indica,1.7,6
2017,1,SHRSO63,Solencera indica,1.8,13
2017,1,SHRSO63,Solencera indica,2,32
2017,1,SHRSO63,Solencera indica,2.2,6
2017,2,SHRSO63,Solencera indica,1,3
2017,2,SHRSO63,Solencera indica,1.5,2
2017,2,SHRSO63,Solencera indica,2,1
2017,2,SHRSO63,Solencera indica,2.5,1
2017,11,SHRSO63,Solencera indica,1,3
2017,11,SHRSO63,Solencera indica,1.1,1
2017,11,SHRSO63,Solencera indica,1.2,30
2017,11,SHRSO63,Solencera indica,1.3,10
2017,11,SHRSO63,Solencera indica,1.4,13
2017,11,SHRSO63,Solencera indica,1.5,42
2017,11,SHRSO63,Solencera indica,1.8,29
2017,11,SHRSO63,Solencera indica,1.9,18
2017,11,SHRSO63,Solencera indica,2,5
2017,11,SHRSO63,Solencera indica,2.1,1
2017,11,SHRSO63,Solencera indica,2.2,9
2017,11,SHRSO63,Solencera indica,2.3,11
2017,11,SHRSO63,Solencera indica,2.4,3
2017,11,SHRSO63,Solencera indica,2.5,19
2017,11,SHRSO63,Solencera indica,2.6,4
2017,11,SHRSO63,Solencera indica,2.7,7
2017,11,SHRSO63,Solencera indica,2.9,2
2017,11,SHRSO63,Solencera indica,3.2,5
2017,12,SHRSO63,Solencera indica,0.5,50
2017,12,SHRSO63,Solencera indica,0.8,35
2017,12,SHRSO63,Solencera indica,1,43
2017,12,SHRSO63,Solencera indica,1.1,49
2017,12,SHRSO63,Solencera indica,1.2,79
2017,12,SHRSO63,Solencera indica,1.3,31
2017,12,SHRSO63,Solencera indica,1.4,9
2017,12,SHRSO63,Solencera indica,1.5,98
2017,12,SHRSO63,Solencera indica,1.6,7
2017,12,SHRSO63,Solencera indica,1.7,23
2017,12,SHRSO63,Solencera indica,1.8,23
2017,12,SHRSO63,Solencera indica,1.9,8
2017,12,SHRSO63,Solencera indica,2,9
2017,12,SHRSO63,Solencera indica,2.1,4
2017,12,SHRSO63,Solencera indica,2.2,9
2017,12,SHRSO63,Solencera indica,2.3,4
2017,12,SHRSO63,Solencera indica,2.4,1
2017,12,SHRSO63,Solencera indica,2.5,1
2017,12,SIGSI01,Siganus canaliculatus,15,1
2017,12,SIGSI01,Siganus canaliculatus,16,1
2017,11,SIGSI06,Siganus javus,16,1
2017,1,SILSI00,Sillago sp.,19,1
2017,12,SILSI01,Sillago sihama,17,7
2017,12,SILSI01,Sillago sihama,18,5
2017,12,SILSI01,Sillago sihama,19,2
2017,12,SILSL01,Sillaginopsis panijus,9,1
2017,12,SILSL01,Sillaginopsis panijus,11,2
2017,12,SILSL01,Sillaginopsis panijus,12,1
2017,12,SILSL01,Sillaginopsis panijus,16,11
2017,12,SILSL01,Sillaginopsis panijus,17,8
2017,12,SILSL01,Sillaginopsis panijus,18,1
2017,12,SILSL01,Sillaginopsis panijus,19,1
2017,12,SILSL01,Sillaginopsis panijus,20,3
2017,12,SILSL01,Sillaginopsis panijus,21,5
2017,12,SILSL01,Sillaginopsis panijus,22,3
2017,12,SILSL01,Sillaginopsis panijus,23,3
2017,12,SILSL01,Sillaginopsis panijus,24,1
2017,12,SILSL01,Sillaginopsis panijus,27,2
2017,12,SILSL01,Sillaginopsis panijus,28,2
2017,12,SILSL01,Sillaginopsis panijus,29,2
2017,12,SILSL01,Sillaginopsis panijus,30,1
2017,12,SILSL01,Sillaginopsis panijus,31,1
2017,12,SILSL01,Sillaginopsis panijus,34,2
2017,12,SILSL01,Sillaginopsis panijus,35,1
2017,1,SOLAE01,Aesopia cornuta,10,2
2017,1,SOLAE01,Aesopia cornuta,11,5
2017,1,SOLAE01,Aesopia cornuta,13,3
2017,1,SOLAE01,Aesopia cornuta,17,1
2017,1,SOLAE01,Aesopia cornuta,18,2
2017,1,SOLAE01,Aesopia cornuta,21,2
2017,1,SOLAE01,Aesopia cornuta,28,1
2017,1,SOLBR01,Brachirus orientalis,7,1
2017,1,SOLBR01,Brachirus orientalis,9,11
2017,1,SOLBR01,Brachirus orientalis,10,7
2017,1,SOLBR01,Brachirus orientalis,11,3
2017,1,SOLBR01,Brachirus orientalis,12,3
2017,1,SOLBR01,Brachirus orientalis,15,1
2017,1,SOLBR01,Brachirus orientalis,25,2
2017,1,SOLBR01,Brachirus orientalis,27,1
2017,12,SOLBR01,Brachirus orientalis,9,1
2017,12,SOLBR01,Brachirus orientalis,12,1
2017,12,SOLBR01,Brachirus orientalis,13,13
2017,12,SOLBR01,Brachirus orientalis,20,1
2017,2,SOLSO00,Solea sp.,8,2
2017,2,SOLSO00,Solea sp.,9,5
2017,2,SOLSO00,Solea sp.,10,1
2017,12,SOLSO03,Solea elongata,17,1
2017,2,SOLZE02,Zebrias zebra,19,1
2017,2,SOLZE02,Zebrias zebra,21,1
2017,2,SOLZE02,Zebrias zebra,23,1
2017,11,SOLZE02,Zebrias zebra,11,2
2017,11,SOLZE02,Zebrias zebra,15,1
2017,11,SOLZE02,Zebrias zebra,16,2
2017,11,SOLZE02,Zebrias zebra,18,1
2017,11,SOLZE02,Zebrias zebra,19,1
2017,11,SOLZE02,Zebrias zebra,20,3
2017,11,SOLZE02,Zebrias zebra,21,4
2017,11,SOLZE02,Zebrias zebra,22,3
2017,11,SOLZE02,Zebrias zebra,23,2
2017,11,SOLZE02,Zebrias zebra,24,1
2017,12,SOLZE02,Zebrias zebra,10,4
2017,12,SOLZE02,Zebrias zebra,11,6
2017,12,SOLZE02,Zebrias zebra,12,5
2017,12,SOLZE02,Zebrias zebra,13,4
2017,12,SOLZE02,Zebrias zebra,15,1
2017,12,SOLZE02,Zebrias zebra,17,1
2017,12,SOLZE02,Zebrias zebra,19,3
2017,12,SOLZE02,Zebrias zebra,20,6
2017,12,SOLZE02,Zebrias zebra,21,3
2017,12,SOLZE02,Zebrias zebra,23,2
2017,12,SOLZE02,Zebrias zebra,25,1
2017,12,SOLZE03,Zebrias synapturoides,19,1
2017,12,SOLZE03,Zebrias synapturoides,20,1
2017,1,SPHSP04,Sphyraena forsteri,13,2
2017,1,SPHSP04,Sphyraena forsteri,14,2
2017,1,SPHSP04,Sphyraena forsteri,15,6
2017,1,SPHSP04,Sphyraena forsteri,16,6
2017,1,SPHSP04,Sphyraena forsteri,17,4
2017,1,SPHSP04,Sphyraena forsteri,18,3
2017,1,SPHSP04,Sphyraena forsteri,19,3
2017,1,SPHSP04,Sphyraena forsteri,20,3
2017,1,SPHSP04,Sphyraena forsteri,21,1
2017,1,SPHSP04,Sphyraena forsteri,22,11
2017,1,SPHSP04,Sphyraena forsteri,23,6
2017,3,SPHSP04,Sphyraena forsteri,21,1
2017,4,SPHSP04,Sphyraena forsteri,37,1
2017,11,SPHSP04,Sphyraena forsteri,20,1
2017,11,SPHSP04,Sphyraena forsteri,22,1
2017,11,SPHSP04,Sphyraena forsteri,24,1
2017,12,SPHSP04,Sphyraena forsteri,12,13
2017,12,SPHSP04,Sphyraena forsteri,13,7
2017,12,SPHSP04,Sphyraena forsteri,14,2
2017,12,SPHSP04,Sphyraena forsteri,15,1
2017,12,SPHSP04,Sphyraena forsteri,17,1
2017,12,SPHSP04,Sphyraena forsteri,18,1
2017,12,SPHSP04,Sphyraena forsteri,19,8
2017,12,SPHSP04,Sphyraena forsteri,20,2
2017,12,SPHSP04,Sphyraena forsteri,21,1
2017,12,SPHSP04,Sphyraena forsteri,23,1
2017,1,SPHSP05,Sphyraena barracuda,17,1
2017,1,SPHSP05,Sphyraena barracuda,18,1
2017,11,SPHSP05,Sphyraena barracuda,22,1
2017,11,SPHSP05,Sphyraena barracuda,25,1
2017,11,SPHSP06,Sphyraena obtusata,65,1
2017,12,SPHSP06,Sphyraena obtusata,19,1
2017,12,SPHSP06,Sphyraena obtusata,20,2
2017,12,SPHSP06,Sphyraena obtusata,21,1
2017,12,SPHSP06,Sphyraena obtusata,22,1
2017,12,SPHSP06,Sphyraena obtusata,23,25
2017,12,SPHSP06,Sphyraena obtusata,24,2
2017,12,SPHSP06,Sphyraena obtusata,30,2
2017,12,SPHSP06,Sphyraena obtusata,42,1
2017,12,SQUBR10,Brachioteuthis sp.,7,1
2017,12,SQUBR10,Brachioteuthis sp.,12,1
2017,1,SQULO71,Uroteuthis duvauceli,2,46
2017,1,SQULO71,Uroteuthis duvauceli,3,39
2017,1,SQULO71,Uroteuthis duvauceli,4,95
2017,1,SQULO71,Uroteuthis duvauceli,5,87
2017,1,SQULO71,Uroteuthis duvauceli,6,50
2017,1,SQULO71,Uroteuthis duvauceli,7,29
2017,1,SQULO71,Uroteuthis duvauceli,8,39
2017,1,SQULO71,Uroteuthis duvauceli,9,7
2017,1,SQULO71,Uroteuthis duvauceli,10,9
2017,1,SQULO71,Uroteuthis duvauceli,11,3
2017,1,SQULO71,Uroteuthis duvauceli,12,7
2017,1,SQULO71,Uroteuthis duvauceli,14,1
2017,2,SQULO71,Uroteuthis duvauceli,4,10
2017,2,SQULO71,Uroteuthis duvauceli,5,7
2017,2,SQULO71,Uroteuthis duvauceli,8,4
2017,2,SQULO71,Uroteuthis duvauceli,9,1
2017,2,SQULO71,Uroteuthis duvauceli,10,1
2017,3,SQULO71,Uroteuthis duvauceli,3,1
2017,3,SQULO71,Uroteuthis duvauceli,4,1
2017,4,SQULO71,Uroteuthis duvauceli,3,30
2017,4,SQULO71,Uroteuthis duvauceli,4,7
2017,4,SQULO71,Uroteuthis duvauceli,5,82
2017,4,SQULO71,Uroteuthis duvauceli,6,35
2017,4,SQULO71,Uroteuthis duvauceli,7,33
2017,4,SQULO71,Uroteuthis duvauceli,8,29
2017,4,SQULO71,Uroteuthis duvauceli,9,5
2017,4,SQULO71,Uroteuthis duvauceli,10,7
2017,4,SQULO71,Uroteuthis duvauceli,11,3
2017,4,SQULO71,Uroteuthis duvauceli,14,1
2017,11,SQULO71,Uroteuthis duvauceli,2,2
2017,11,SQULO71,Uroteuthis duvauceli,3,24
2017,11,SQULO71,Uroteuthis duvauceli,4,63
2017,11,SQULO71,Uroteuthis duvauceli,5,21
2017,11,SQULO71,Uroteuthis duvauceli,6,18
2017,11,SQULO71,Uroteuthis duvauceli,7,13
2017,11,SQULO71,Uroteuthis duvauceli,8,5
2017,11,SQULO71,Uroteuthis duvauceli,9,2
2017,11,SQULO71,Uroteuthis duvauceli,10,1
2017,12,SQULO71,Uroteuthis duvauceli,1,3
2017,12,SQULO71,Uroteuthis duvauceli,2,50
2017,12,SQULO71,Uroteuthis duvauceli,3,100
2017,12,SQULO71,Uroteuthis duvauceli,4,105
2017,12,SQULO71,Uroteuthis duvauceli,5,72
2017,12,SQULO71,Uroteuthis duvauceli,6,47
2017,12,SQULO71,Uroteuthis duvauceli,7,29
2017,12,SQULO71,Uroteuthis duvauceli,8,37
2017,12,SQULO71,Uroteuthis duvauceli,9,14
2017,12,SQULO71,Uroteuthis duvauceli,10,8
2017,12,SQULO71,Uroteuthis duvauceli,11,5
2017,12,SQULO71,Uroteuthis duvauceli,12,2
2017,1,SQUOC11,Octopus vulgaris,2,3
2017,1,SQUOC11,Octopus vulgaris,3,11
2017,1,SQUOC11,Octopus vulgaris,4,13
2017,1,SQUOC11,Octopus vulgaris,5,6
2017,1,SQUOC11,Octopus vulgaris,6,1
2017,1,SQUOC11,Octopus vulgaris,20,1
2017,1,SQUOC11,Octopus vulgaris,40,1
2017,2,SQUOC11,Octopus vulgaris,3,19
2017,2,SQUOC11,Octopus vulgaris,4,18
2017,2,SQUOC11,Octopus vulgaris,5,1
2017,4,SQUOC11,Octopus vulgaris,1,1
2017,4,SQUOC11,Octopus vulgaris,2,7
2017,4,SQUOC11,Octopus vulgaris,3,8
2017,4,SQUOC11,Octopus vulgaris,4,4
2017,4,SQUOC11,Octopus vulgaris,5,1
2017,4,SQUOC11,Octopus vulgaris,11,1
2017,11,SQUOC11,Octopus vulgaris,2,3
2017,11,SQUOC11,Octopus vulgaris,3,1
2017,11,SQUOC11,Octopus vulgaris,4,2
2017,11,SQUOC11,Octopus vulgaris,5,2
2017,11,SQUOC11,Octopus vulgaris,6,3
2017,11,SQUOC11,Octopus vulgaris,7,1
2017,11,SQUOC11,Octopus vulgaris,8,2
2017,12,SQUOC11,Octopus vulgaris,2,4
2017,12,SQUOC11,Octopus vulgaris,3,9
2017,12,SQUOC11,Octopus vulgaris,4,2
2017,12,SQUOC11,Octopus vulgaris,33,2
2017,12,SQUOC1B,Octopus aegina,4,2
2017,12,SQUOC1B,Octopus aegina,5,3
2017,12,SQUOC1B,Octopus aegina,6,1
2017,12,SQUOC1B,Octopus aegina,15,1
2017,12,SQUPS11,Psychroteuthis glacialis,5,1
2017,12,SQUPS11,Psychroteuthis glacialis,11,1
2017,1,SQUSE10,Sepia sp.,2,2
2017,1,SQUSE10,Sepia sp.,3,35
2017,1,SQUSE10,Sepia sp.,4,54
2017,1,SQUSE10,Sepia sp.,5,62
2017,1,SQUSE10,Sepia sp.,6,20
2017,1,SQUSE10,Sepia sp.,7,17
2017,1,SQUSE10,Sepia sp.,8,10
2017,1,SQUSE10,Sepia sp.,9,1
2017,1,SQUSE10,Sepia sp.,10,1
2017,1,SQUSE10,Sepia sp.,11,1
2017,1,SQUSE10,Sepia sp.,14,1
2017,2,SQUSE10,Sepia sp.,3,14
2017,2,SQUSE10,Sepia sp.,4,2
2017,2,SQUSE10,Sepia sp.,5,3
2017,2,SQUSE10,Sepia sp.,6,3
2017,2,SQUSE10,Sepia sp.,12,1
2017,3,SQUSE10,Sepia sp.,6,1
2017,3,SQUSE10,Sepia sp.,7,1
2017,4,SQUSE10,Sepia sp.,3,2
2017,4,SQUSE10,Sepia sp.,4,5
2017,4,SQUSE10,Sepia sp.,5,10
2017,4,SQUSE10,Sepia sp.,6,18
2017,4,SQUSE10,Sepia sp.,7,6
2017,4,SQUSE10,Sepia sp.,8,6
2017,4,SQUSE10,Sepia sp.,9,4
2017,11,SQUSE10,Sepia sp.,2,2
2017,11,SQUSE10,Sepia sp.,3,10
2017,11,SQUSE10,Sepia sp.,4,34
2017,11,SQUSE10,Sepia sp.,5,45
2017,11,SQUSE10,Sepia sp.,6,53
2017,11,SQUSE10,Sepia sp.,7,21
2017,11,SQUSE10,Sepia sp.,8,8
2017,11,SQUSE10,Sepia sp.,9,2
2017,11,SQUSE10,Sepia sp.,10,4
2017,11,SQUSE10,Sepia sp.,11,4
2017,11,SQUSE10,Sepia sp.,12,2
2017,11,SQUSE10,Sepia sp.,13,3
2017,11,SQUSE10,Sepia sp.,14,1
2017,11,SQUSE10,Sepia sp.,15,3
2017,11,SQUSE10,Sepia sp.,18,2
2017,12,SQUSE10,Sepia sp.,1,1
2017,12,SQUSE10,Sepia sp.,2,13
2017,12,SQUSE10,Sepia sp.,3,37
2017,12,SQUSE10,Sepia sp.,4,74
2017,12,SQUSE10,Sepia sp.,5,54
2017,12,SQUSE10,Sepia sp.,6,31
2017,12,SQUSE10,Sepia sp.,7,29
2017,12,SQUSE10,Sepia sp.,8,17
2017,12,SQUSE10,Sepia sp.,9,8
2017,12,SQUSE10,Sepia sp.,10,6
2017,12,SQUSE10,Sepia sp.,11,2
2017,12,SQUSE10,Sepia sp.,12,1
2017,12,SQUSE10,Sepia sp.,13,1
2017,12,SQUSE10,Sepia sp.,14,2
2017,12,SQUSE11,Sepia officinalis,3,16
2017,12,SQUSE11,Sepia officinalis,5,1
2017,12,SQUSE11,Sepia officinalis,6,1
2017,12,SQUSE11,Sepia officinalis,7,1
2017,12,SQUSE11,Sepia officinalis,8,1
