year,month,species,length_cm,weight_gm
2017,1,TRILT01,45,50
2017,1,TRILT01,52,120
2017,1,TRILT01,56,130
2017,1,TRILT01,79,430
2017,1,TRILT01,36,35
2017,1,TRILT01,45,40
2017,1,TRILT01,48,70
2017,1,TRILT01,26,10
2017,1,TRILT01,35,38
2017,1,TRILT01,47,70
2017,1,TRILT01,56,110
2017,1,TRILT01,11,1
2017,1,TRILT01,15,2.5
2017,1,TRILT01,20,4
2017,1,TRILT01,36,30
2017,1,TRILT01,38,45
2017,1,TRILT01,21,4
2017,1,TRILT01,25,5
2017,1,TRILT01,27,10
2017,1,TRILT01,30,10
2017,1,TRILT01,32,22
2017,1,TRILT01,37,40
2017,1,TRILT01,43,75
2017,1,TRILT01,58,150
2017,1,TRILT01,68,250
2017,1,TRILT01,20,5
2017,1,TRILT01,21,7
2017,1,TRILT01,27,10
2017,1,TRILT01,30,15
2017,1,TRILT01,37,30
2017,1,TRILT01,43,60
2017,1,TRILT01,45,50
2017,1,TRILT01,47,65
2017,1,TRILT01,49,65
2017,1,TRILT01,51,95
2017,1,TRILT01,58,155
2017,1,TRILT01,19,5
2017,1,TRILT01,23,7.5
2017,1,TRILT01,26,10
2017,1,TRILT01,25,10
2017,1,TRILT01,27,12.5
2017,1,TRILT01,28,20
2017,1,TRILT01,37,40
2017,1,TRILT01,40,50
2017,1,TRILT01,38,45
2017,1,TRILT01,47,60
2017,1,TRILT01,34,30
2017,1,TRILT01,40,50
2017,1,TRILT01,48,70
2017,1,UNIDE00,4,1
2017,1,UNIDE00,6,1.5
2017,1,UNIDE00,7,2.5
2017,1,UNIDE00,8,5
2017,1,UNIDE00,6,1.25
2017,1,UNIDE00,5,1
2017,1,UNIDE00,6,2
2017,1,UNIDE00,7,5
2017,1,UNIDE00,4,2
2017,1,UNIDE00,5,3
2017,1,UNIDE00,6,3
2017,1,UNIDE00,8,5
2017,1,UNIDE00,5,2
2017,1,UNIDE00,6,3
2017,1,UNIDE00,7,5
2017,1,UNIDE00,5,1.5
2017,1,UNIDE00,5,1
2017,1,UNIDE00,6,1.5
2017,1,UNIDE00,7,2
2017,1,UNIDE00,4,1
2017,1,UNIDE00,5,1.5
2017,1,UNIDE00,6,2
2017,1,URAUR10,11,15
2017,1,URAUR10,10,15
2017,1,URAUR10,16,60
2017,1,URAUR10,11,25
2017,1,URAUR10,15,50
2017,1,URAUR10,18,75
2017,1,URAUR10,18,100
2017,1,URAUR10,12,20
2017,1,URAUR10,13,35
2017,1,URAUR10,12,30
2017,1,URAUR10,13,38
2017,1,URAUR10,16,66
2017,1,URAUR10,10,20
2017,1,URAUR10,12,23
2017,1,URAUR10,15,55
2017,1,URAUR10,15,55
2017,1,URAUR10,12,25
2017,1,URAUR10,13,30
2017,1,URAUR10,15,50
2017,1,URAUR10,17,80
2017,1,URAUR10,11,15
2017,1,URAUR10,12,20
2017,1,URAUR10,17,75
2017,1,URAUR10,12,30
2017,1,URAUR10,16,75
2017,1,URAUR10,12,25
2017,1,URAUR10,14,40
2017,1,URAUR10,15,55
2017,1,URAUR10,17,65
2017,2,APOOS01,4,5
2017,2,APOOS01,5,8
2017,2,APOOS01,8,25
2017,2,APOOS01,10,40
2017,2,APOOS01,5,1
2017,2,APOOS01,6,4
2017,2,APOOS01,8,8
2017,2,APOOS01,9,11
2017,2,ARDAR00,18,84
2017,2,ARDAR00,19,96
2017,2,ARDAR00,16,68
2017,2,ARDAR00,17,80
2017,2,ARDAR00,18,90
2017,2,ARDAR00,24,205
2017,2,CARDE08,19,127
2017,2,CARME01,19,90
2017,2,CARME01,20,100
2017,2,CARME01,21,110
2017,2,CLUSL07,13,30
2017,2,CLUSL07,15,50
2017,2,CRAPO15,6,60
2017,2,CYGCY26,13,10
2017,2,CYGCY26,14,15
2017,2,CYGCY26,16,20
2017,2,CYGCY26,17,23
2017,2,CYGCY26,21,50
2017,2,CYGCY26,26,80
2017,2,CYGCY26,28,100
2017,2,CYGCY26,30,120
2017,2,CYGCY26,33,150
2017,2,CYGCY26,24,60
2017,2,DREDR03,11,40
2017,2,DREDR03,12,50
2017,2,DREDR03,13,60
2017,2,DREDR03,14,60
2017,2,DREDR03,15,95
2017,2,DREDR03,17,190
2017,2,ENGTH05,6,1
2017,2,ENGTH05,10,10
2017,2,ENGTH05,11,16
2017,2,ENGTH05,13,25
2017,2,ENGTH05,9,5
2017,2,ENGTH05,13,15
2017,2,FISFI01,18,5
2017,2,FISFI01,18,5
2017,2,GOBTA02,9,10
2017,2,LEIGA01,12,25
2017,2,LEIGA01,13,30
2017,2,LEILE07,3,1.25
2017,2,LEILE07,4,2.1
2017,2,LEILE07,5,3
2017,2,LEILE07,6,3.5
2017,2,LEILE07,9,16.5
2017,2,LEILE07,3,1
2017,2,LEILE07,4,4
2017,2,LEILE07,5,6
2017,2,LEILE07,8,13
2017,2,LEILE07,10,16
2017,2,LOBPA25,10,630
2017,2,MULUP05,12,30
2017,2,MULUP05,14,70
2017,2,MULUP05,11,30
2017,2,MULUP05,12,36
2017,2,MULUP05,13,50
2017,2,MULUP05,14,70
2017,2,MURGY00,60,130
2017,2,MUXCO01,51,100
2017,2,MUXMU00,80,800
2017,2,NEMNE03,6,2
2017,2,NEMNE03,7,5
2017,2,NEMNE03,8,10
2017,2,PLAPL01,15,20
2017,2,PLAPL01,16,30
2017,2,PLAPL01,18,50
2017,2,PLAPL01,13,16
2017,2,PLAPL01,14,20
2017,2,PLAPL01,16,28
2017,2,PLAPL01,17,45
2017,2,PLNPD07,15,60
2017,2,PLNPD07,16,62.5
2017,2,PLNPD07,17,100
2017,2,PLNPD07,18,110
2017,2,PRSIL05,36,450
2017,2,PRSIL05,13,35
2017,2,PRSIL05,15,70
2017,2,PRSIL05,18,70
2017,2,PRSIL05,23,110
2017,2,PRSIL05,24,125
2017,2,PRSIL05,28,180
2017,2,PRSIL05,30,200
2017,2,PSEPS02,11,10
2017,2,PSEPS02,12,20
2017,2,PSEPS02,13,22
2017,2,RAYDA24,15,150
2017,2,RAYDA24,19,220
2017,2,RAYDA24,19,210
2017,2,RAYDA24,20,260
2017,2,RAYDA24,21,315
2017,2,SCIPE04,8,8
2017,2,SCIPE04,9,10
2017,2,SCIPE04,11,20
2017,2,SCIPE04,14,30
2017,2,SCIPE04,15,53
2017,2,SCIPE04,19,100
2017,2,SCIPE04,20,140
2017,2,SCIPE04,8,7
2017,2,SCIPE04,9,10
2017,2,SCIPE04,11,18
2017,2,SCIPE04,12,25
2017,2,SCIPE04,17,60
2017,2,SCIPE04,19,90
2017,2,SCIPE04,21,120
2017,2,SCIPR01,45,1100
2017,2,SCMRA01,20,150
2017,2,SCMRA01,21,165
2017,2,SCRPT03,20,90
2017,2,SCRPT03,9,12
2017,2,SCRPT03,11,19
2017,2,SCRPT03,18,45
2017,2,SCRPT03,20,85
2017,2,SHRPE23,1,1
2017,2,SHRPE23,1.5,2
2017,2,SHRPE23,2,7
2017,2,SHRPE63,5,80
2017,2,SHRPE63,5.5,90
2017,2,SHRPE63,5.4,90
2017,2,SHRPE63,5.8,120
2017,2,SHRPE63,6,116
2017,2,SHRPE63,7.8,220
2017,2,SHRPE66,4,40
2017,2,SHRPE66,3,20
2017,2,SHRPE71,2.4,12.5
2017,2,SHRPE71,3,13.5
2017,2,SHRPE71,3.6,25
2017,2,SHRPE71,4,35.5
2017,2,SHRPE71,2,5
2017,2,SHRPE71,2.5,12
2017,2,SHRPE71,2.8,14
2017,2,SHRPE71,4.1,33
2017,2,SHRPE88,1.5,4
2017,2,SHRPE88,2,9
2017,2,SHRPE88,2.2,10
2017,2,SHRSO00,1.5,5
2017,2,SHRSO00,2,6
2017,2,SHRSO16,1,2
2017,2,SHRSO16,1.8,3
2017,2,SHRSO16,2,7
2017,2,SHRSO19,1.5,3
2017,2,SHRSO19,1.8,6
2017,2,SHRSO19,2.5,8
2017,2,SHRSO19,2.7,10
2017,2,SHRSO63,1.5,1.5
2017,2,SHRSO63,2,2.5
2017,2,SHRSO63,2.5,5
2017,2,SOLSO00,8,5
2017,2,SOLSO00,9,8
2017,2,SOLSO00,10,8
2017,2,SOLZE02,19,70
2017,2,SOLZE02,21,110
2017,2,SOLZE02,23,135
2017,2,SQULO71,5,5
2017,2,SQULO71,8,20
2017,2,SQULO71,9,50
2017,2,SQUOC11,3,2
2017,2,SQUOC11,3,5
2017,2,SQUOC11,4,10
2017,2,SQUOC11,5,160
2017,2,SQUSE10,3,8
2017,2,SQUSE10,4,20
2017,2,SQUSE10,5,30
2017,2,SQUSE10,6,50
2017,2,SQUSE10,12,170
2017,2,SQUSE10,3,6
2017,2,SQUSE10,4,10
2017,2,SQUSE10,5,25
2017,2,SQUSE10,6,50
2017,2,SYNSA02,25,200
2017,2,SYNSA02,28,275
2017,2,TETLA03,8,10
2017,2,TETLA03,10,30
2017,2,TETLA03,14,70
2017,2,TETLA03,22,300
2017,2,THETH01,17,90
2017,2,TRITR01,18,8
2017,2,TRITR01,20,10
2017,2,TRITR01,28,20
2017,2,TRITR01,29,15
2017,2,TRITR01,31,15
2017,2,TRITR01,32,20
2017,2,TRITR01,35,20
2017,2,TRITR01,38,20
2017,2,TRITR01,39,20
2017,2,TRITR01,40,25
2017,2,TRITR01,42,30
2017,2,TRITR01,43,35
2017,2,TRITR01,46,45
2017,2,TRITR01,48,50
2017,2,TRITR01,35,20
2017,2,TRITR01,40,30
2017,2,TRITR01,46,40
2017,2,TRITR01,47,55
2017,2,TRITR01,52,55
2017,2,TRITR01,57,120
2017,2,URAUR10,13,40
2017,2,URAUR10,15,60
2017,3,CARME01,28,250
2017,3,CLUTE03,31,410
2017,3,ENGST02,9,5
2017,3,ENGTH03,9,8
2017,3,ENGTH03,10,12
2017,3,ENGTH03,11,18
2017,3,LEIGA01,10,25
2017,3,LEIGA01,11,35
2017,3,LEIGA01,12,40
2017,3,LEILE07,8,11
2017,3,LEILE07,9,20
2017,3,LEILE09,4,2
2017,3,LEILE09,5,3
2017,3,LEILE09,6,4
2017,3,LEILE09,7,5
2017,3,LEILE09,8,5
2017,3,LEILE09,9,10
2017,3,MENME01,9,10
2017,3,MENME01,10,30
2017,3,MENME01,14,80
2017,3,PRSIL05,21,90
2017,3,PRSIL05,23,130
2017,3,SCIPE04,21,160
2017,3,SCMSM03,28,210
2017,3,SCMSM03,38,680
2017,3,SHACA15,46,1100
2017,3,SHASP21,68,3500
2017,3,SPHSP04,21,90
2017,3,SQULO71,3,4
2017,3,SQULO71,4,6
2017,3,SQUSE10,6,35
2017,3,SQUSE10,7,45
2017,3,STRPA01,20,280
2017,3,STRPA01,21,360
2017,3,THETH01,22,200
2017,3,THETH01,23,220
2017,3,TRILT01,26,10
2017,3,TRILT01,37,25
2017,3,TRILT01,39,35
2017,3,TRILT01,41,50
2017,3,TRILT01,45,50
2017,3,TRILT01,46,60
2017,3,TRILT01,47,60
2017,3,TRILT01,50,75
2017,3,TRILT01,54,100
2017,3,TRILT01,61,210
2017,4,APOOS01,8,10
2017,4,APOOS01,9,10
2017,4,ARDAR00,26,200
2017,4,ARDAR00,18,100
2017,4,ARDAR00,20,135
2017,4,ARDAR00,22,170
2017,4,ARMAR00,5,5
2017,4,ARMAR00,7,9
2017,4,ARMAR00,8,15
2017,4,ARMAR02,6,8
2017,4,ARMAR02,7,12
2017,4,ARMAR02,8,13
2017,4,ARMAR02,9,17
2017,4,BOTPS02,9,4
2017,4,CARAA00,5,2
2017,4,CARAA00,6,3
2017,4,CARAA00,7,4
2017,4,CARCS00,4,2
2017,4,CARCS00,6,4
2017,4,CARCS00,3,2
2017,4,CARCS00,4,4
2017,4,CARCS00,5,2
2017,4,CARCS00,7,4
2017,4,CARCS00,8,5
2017,4,CARCS00,11,10
2017,4,CARCS00,3,1
2017,4,CARCS00,4,2
2017,4,CARCS00,5,2
2017,4,CARCS00,6,3
2017,4,CARCS00,7,4
2017,4,CARDE05,19,140
2017,4,CARDE07,17,55
2017,4,CARDE07,16,45
2017,4,CARDE07,17,65
2017,4,CARDE07,16,55
2017,4,CARDE07,18,70
2017,4,CARDE08,8,5
2017,4,CARDE08,10,10
2017,4,CARDE08,19,90
2017,4,CARDE09,13,40
2017,4,CARDE09,15,60
2017,4,CARME01,21,110
2017,4,CARME01,25,180
2017,4,CARME01,26,210
2017,4,CARME01,31,360
2017,4,CARME01,23,150
2017,4,CARME01,26,210
2017,4,CARME01,28,240
2017,4,CARME01,29,260
2017,4,CARME01,30,310
2017,4,CARME01,32,390
2017,4,CARPA01,19,220
2017,4,CARPA01,23,350
2017,4,CARSA01,16,70
2017,4,CARSA01,17,85
2017,4,CARSA01,18,90
2017,4,CARSA01,19,130
2017,4,CARSA01,23,210
2017,4,CEPCE04,34,50
2017,4,CHRCH02,39,25
2017,4,CLUDU01,15,50
2017,4,CLUDU01,17,60
2017,4,CLUDU01,13,30
2017,4,CLUDU01,15,45
2017,4,CLUDU01,19,90
2017,4,CLUSL06,11,23
2017,4,CLUSL06,13,40
2017,4,CLUSL06,15,60
2017,4,CLUSL06,12,20
2017,4,CLUSL06,13,35
2017,4,CLUSL06,10,10
2017,4,CLUSL06,12,20
2017,4,CLUSL06,13,30
2017,4,CLUSL06,15,40
2017,4,CLUTE01,14,55
2017,4,CLUTE01,16,85
2017,4,CLUTE01,16,70
2017,4,CLUTE03,33,510
2017,4,CRAPO10,3,5
2017,4,CRAPO15,9,120
2017,4,DACDN01,12,25
2017,4,DACDN01,16,50
2017,4,ECNEC01,54,600
2017,4,ECNEC01,27,175
2017,4,ENGTH02,10,10
2017,4,ENGTH02,11,15
2017,4,ENGTH02,12,20
2017,4,ENGTH02,10,10
2017,4,ENGTH02,11,15
2017,4,ENGTH05,9,8
2017,4,ENGTH05,10,11
2017,4,ENGTH05,11,14
2017,4,FISFI01,17,3
2017,4,FISFI01,16,2
2017,4,FISFI01,19,5
2017,4,FISFI01,22,5
2017,4,GERGE09,6,1
2017,4,GERGE09,7,5
2017,4,GERGE09,8,10
2017,4,GERGE09,9,12
2017,4,GERGE09,10,15
2017,4,GERGE09,11,25
2017,4,LEIGA01,7,10
2017,4,LEIGA01,8,20
2017,4,LEIGA01,5,4
2017,4,LEIGA01,6,6
2017,4,LEIGA01,7,9
2017,4,LEIGA01,9,15
2017,4,LEIGA01,10,10
2017,4,LEIGA01,10,18
2017,4,LEILE09,5,5
2017,4,LEILE09,7,10
2017,4,LEILE09,8,15
2017,4,LEILE09,9,20
2017,4,LEILE09,4,3
2017,4,LEILE09,5,4
2017,4,LEILE09,6,5
2017,4,LEILE09,5,3
2017,4,LEILE09,6,5
2017,4,LEILE09,7,7
2017,4,LEILE09,8,11
2017,4,LEILE09,10,17
2017,4,LEILE09,11,30
2017,4,LEISE02,4,2.5
2017,4,LEISE02,5,3.5
2017,4,LEISE02,6,4
2017,4,LEISE02,7,10
2017,4,LUTLU51,13,40
2017,4,MENME01,3,1
2017,4,MENME01,10,30
2017,4,MENME01,11,30
2017,4,MENME01,12,40
2017,4,MENME01,13,45
2017,4,MENME01,3,1
2017,4,MENME01,4,1
2017,4,MENME01,3,1
2017,4,MULUP05,13,50
2017,4,MULUP16,10,20
2017,4,MULUP16,11,23
2017,4,MULUP16,12,27
2017,4,MULUP16,13,30
2017,4,MUXMU01,52,220
2017,4,NEMNE03,8,10
2017,4,NEMNE03,9,12
2017,4,NEMNE03,11,25
2017,4,NEMNE03,12,30
2017,4,NEMNE03,15,70
2017,4,NOMAA00,7,4
2017,4,NOMAA00,4,1
2017,4,NOMAA00,7,5
2017,4,NOMAA00,8,5
2017,4,NOMAA00,9,8
2017,4,NOMAA00,10,10
2017,4,NOMAA00,7,5
2017,4,NOMAA00,5,1
2017,4,NOMAA00,5,2
2017,4,NOMAA00,5,1
2017,4,NOMAA00,6,3
2017,4,NOMAA00,5,2
2017,4,PLACO01,10,7
2017,4,PLACO01,11,10
2017,4,PLARO01,9,15
2017,4,PLARO01,10,10
2017,4,PLARO01,5,3
2017,4,PLARO01,9,7
2017,4,PODPO29,31,460
2017,4,PRIPR03,22,140
2017,4,PRIPR06,15,46
2017,4,PRIPR06,12,20
2017,4,PRIPR06,16,70
2017,4,PRIPR06,16,70
2017,4,PRIPR06,17,81
2017,4,PRIPR06,18,90
2017,4,PRIPR06,20,70
2017,4,PRIPR06,21,80
2017,4,PRIPR06,25,150
2017,4,PRIPR06,14,40
2017,4,PRIPR06,15,60
2017,4,PRIPR06,18,70
2017,4,PRIPR06,12,20
2017,4,PRIPR06,13,30
2017,4,PRIPR06,15,50
2017,4,PRIPR06,16,60
2017,4,PRIPR06,17,70
2017,4,PRIPR06,18,85
2017,4,PRIPR06,20,100
2017,4,PRSIL05,23,130
2017,4,PRSIL05,18,90
2017,4,PRSIL05,19,95
2017,4,PRSIL05,10,20
2017,4,PRSIL05,17,70
2017,4,PRSIL05,18,100
2017,4,PRSIL05,19,120
2017,4,PRSIL05,24,150
2017,4,SCIJO01,11,25
2017,4,SCIJO01,12,30
2017,4,SCIJO01,13,30
2017,4,SCIJO01,16,45
2017,4,SCIJO01,19,80
2017,4,SCIJO01,22,130
2017,4,SCIPE04,11,10
2017,4,SCIPE04,23,165
2017,4,SCIPE04,24,200
2017,4,SCMRA01,20,127
2017,4,SCMRA01,17,75
2017,4,SCMRA01,19,105
2017,4,SCMRA01,20,125
2017,4,SCMSM04,33,330
2017,4,SCMSM04,34,340
2017,4,SCMSM04,35,410
2017,4,SCRPT03,9,5
2017,4,SCRPT03,11,25
2017,4,SHACA12,28,80
2017,4,SHRPE71,2.3,10
2017,4,SHRPE71,2.5,12
2017,4,SHRPE71,3.6,25
2017,4,SHRPE71,4,30
2017,4,SHRPE73,1,3
2017,4,SHRPE73,2,10
2017,4,SHRSO16,1,2
2017,4,SHRSO16,1.5,3
2017,4,SHRSO16,1.8,4
2017,4,SHRSO16,2,5
2017,4,SHRSO16,2.4,10
2017,4,SQULO71,3,1
2017,4,SQULO71,5,3
2017,4,SQULO71,6,5
2017,4,SQULO71,7,10
2017,4,SQULO71,8,25
2017,4,SQULO71,6,15
2017,4,SQULO71,8,30
2017,4,SQULO71,11,50
2017,4,SQULO71,14,90
2017,4,SQULO71,4,5
2017,4,SQULO71,5,13
2017,4,SQULO71,6,15
2017,4,SQULO71,10,40
2017,4,SQULO71,11,45
2017,4,SQULO71,3,1
2017,4,SQULO71,5,5
2017,4,SQULO71,6,7
2017,4,SQULO71,6,5
2017,4,SQULO71,6,6
2017,4,SQULO71,7,10
2017,4,SQULO71,8,13
2017,4,SQULO71,10,20
2017,4,SQULO71,5,5
2017,4,SQULO71,7,10
2017,4,SQULO71,8,10
2017,4,SQULO71,9,20
2017,4,SQULO71,5,4
2017,4,SQULO71,6,8
2017,4,SQULO71,7,10
2017,4,SQULO71,8,15
2017,4,SQULO71,9,25
2017,4,SQULO71,10,27
2017,4,SQUOC11,3,5
2017,4,SQUOC11,1,1
2017,4,SQUOC11,2,6
2017,4,SQUOC11,11,400
2017,4,SQUOC11,4,15
2017,4,SQUOC11,5,25
2017,4,SQUOC11,2,5
2017,4,SQUOC11,2,2
2017,4,SQUOC11,2,3
2017,4,SQUOC11,3,5
2017,4,SQUOC11,4,15
2017,4,SQUSE10,4,15
2017,4,SQUSE10,5,20
2017,4,SQUSE10,6,35
2017,4,SQUSE10,7,50
2017,4,SQUSE10,8,80
2017,4,SQUSE10,3,5
2017,4,SQUSE10,4,10
2017,4,SQUSE10,5,15
2017,4,SQUSE10,6,25
2017,4,SQUSE10,5,20
2017,4,SQUSE10,6,30
2017,4,SQUSE10,8,60
2017,4,SQUSE10,9,70
2017,4,SQUSE10,6,20
2017,4,SQUSE10,7,40
2017,4,STRPA01,20,300
2017,4,STRPA01,21,350
2017,4,STRPA01,23,430
2017,4,SYNSA02,10,10
2017,4,SYNSA02,7,5
2017,4,SYNSA02,8,10
2017,4,SYNSA02,9,10
2017,4,SYNSA02,12,18
2017,4,SYNSA02,14,25
2017,4,SYNSA02,16,37
2017,4,SYNSA02,17,50
2017,4,SYNSA02,19,60
2017,4,SYNSA02,20,70
2017,4,SYNSA02,21,80
2017,4,SYNSA02,22,120
2017,4,SYNSA02,12,10
2017,4,SYNSA02,14,30
2017,4,TETLA03,5,2.5
2017,4,TETLA03,24,340
2017,4,TETLA03,14,75
2017,4,TETLA03,15,80
2017,4,TETLA03,16,85
2017,4,TETLA03,5,2
2017,4,TETLA03,6,4
2017,4,TETLA03,2,1
2017,4,TETLA03,3,2
2017,4,TETLA03,5,5
2017,4,THETH01,15,10
2017,4,TRGLE04,12,20
2017,4,TRILT01,21,5
2017,4,TRILT01,71,170
2017,4,TRILT01,39,50
2017,4,TRILT01,40,25
2017,4,TRILT01,46,60
2017,4,TRILT01,48,80
2017,4,TRILT01,49,45
2017,4,TRILT01,51,80
2017,4,TRILT01,53,70
2017,4,TRILT01,55,155
2017,4,TRILT01,58,150
2017,4,TRILT01,60,130
2017,4,TRILT01,36,40
2017,4,TRILT01,43,65
2017,4,TRILT01,44,30
2017,4,TRILT01,46,45
2017,4,TRILT01,48,40
2017,4,TRILT01,49,90
2017,4,TRILT01,50,95
2017,4,TRILT01,51,45
2017,4,TRILT01,54,120
2017,4,TRILT01,56,140
2017,4,TRILT01,33,23
2017,4,TRILT01,34,26
2017,4,TRILT01,35,28
2017,4,TRILT01,36,30
2017,4,TRILT01,37,32
2017,4,TRILT01,40,35
2017,4,TRILT01,41,35
2017,4,TRILT01,43,58
2017,4,TRILT01,48,35
2017,4,TRILT01,49,85
2017,4,TRILT01,52,95
2017,4,TRILT01,55,60
2017,4,UNIDE01,5,2
2017,4,UNIDE01,6,3
2017,4,UNIDE01,8,5
2017,4,UNIDE01,6,5
2017,4,UNIDE01,7,5
2017,4,UNIDE01,4,3
2017,4,UNIDE01,4,2
2017,4,UNIDE01,5,3
2017,4,UNIDE01,5,20
2017,4,UNIDE01,5,2
2017,4,UNIDE01,7,6
2017,4,UNIDE01,8,8
2017,4,UNIDE01,7,6
2017,4,UNIDE01,3,1
2017,4,UNIDE01,7,10
2017,4,UNIDE01,8,15
2017,4,UNIDE01,2,1
2017,4,UNIDE01,3,3
2017,4,UNIDE01,4,3
2017,4,UNIDE01,5,4
2017,4,UNIDE01,6,2
2017,4,UNIDE01,7,4
2017,4,URAUR00,9,10
2017,4,URAUR00,4,1
2017,11,ACRAC01,3,1
2017,11,ACRAC01,5,2
2017,11,ACRAC01,6,3
2017,11,ACRAC01,7,5
2017,11,ACRAC01,11,11
2017,11,ACRAC01,6,11
2017,11,ACRAC01,10,19
2017,11,ACRAC01,6,3
2017,11,ACRAC01,7,4
2017,11,ACRAC01,8,5
2017,11,ACRAC01,7,6
2017,11,ACRAC01,8,11
2017,11,ACRAC01,9,12
2017,11,ACRAC01,9,20
2017,11,ACRAC01,5,1
2017,11,ACRAC01,6,4
2017,11,ACRAC01,7,7
2017,11,ACRAC01,9,12
2017,11,ACRAC01,10,18
2017,11,ACRAC01,6,4
2017,11,ACRAC01,9,11
2017,11,ACRAC01,10,15
2017,11,ANRAN05,9,40
2017,11,ANRAN05,6,10
2017,11,ANRAN05,9,22
2017,11,ANRAN05,11,50
2017,11,ANRAN05,7,7
2017,11,ANRAN05,8,12
2017,11,ANRAN05,10,31
2017,11,APOAO03,6,5
2017,11,APOAO03,7,7
2017,11,APOAO03,8,8
2017,11,APOAO03,9,9
2017,11,APOAO03,10,16
2017,11,APOJA23,4,2
2017,11,APOJA23,5,4
2017,11,APOJA23,6,3
2017,11,APOJA23,3,1
2017,11,APOJA23,4,2
2017,11,APOJA23,4,2
2017,11,APOJA23,5,3
2017,11,APOJA23,7,8
2017,11,APOJA23,9,12
2017,11,APOJA23,4,1
2017,11,APOJA23,8,9
2017,11,APOJA23,7,5
2017,11,APOJA23,4,1
2017,11,APOJA23,5,2
2017,11,APOJA23,6,5
2017,11,APOJA23,7,6
2017,11,APOJA23,9,11
2017,11,APOJA23,11,30
2017,11,APOJA23,7,5
2017,11,APOJA23,8,9
2017,11,APOJA23,9,13
2017,11,APOJA23,6,2
2017,11,APOJA23,9,10
2017,11,APOJA23,5,3
2017,11,APOJA23,6,4
2017,11,APOJA23,7,5
2017,11,APOJA23,8,6
2017,11,APOJA23,10,16
2017,11,APOJA23,12,26
2017,11,APOJA23,5,2
2017,11,APOJA23,6,3
2017,11,APOJA23,8,6
2017,11,APOJA23,9,10
2017,11,APOJA23,7,4
2017,11,APOJA23,9,13
2017,11,APOJA23,10,12
2017,11,APOJA23,3,1
2017,11,APOJA23,4,2
2017,11,APOJA23,5,2
2017,11,APOJA23,6,3
2017,11,APOJA23,5,1
2017,11,APOJA23,6,2
2017,11,APOJA23,7,4
2017,11,APOJA23,8,6
2017,11,APOJA23,9,10
2017,11,APOOS01,3,1
2017,11,APOOS01,4,2
2017,11,APOOS01,7,5
2017,11,APOOS01,8,11
2017,11,APOOS01,8,8
2017,11,APOOS01,9,13
2017,11,APOOS01,10,14
2017,11,APOOS01,7,6
2017,11,APOOS01,8,11
2017,11,APOOS01,10,14
2017,11,APOOS01,3,2
2017,11,APOOS01,4,3
2017,11,APOOS01,5,3
2017,11,APOOS01,6,4
2017,11,APOOS01,7,6
2017,11,APOOS01,8,7
2017,11,APOOS01,9,11
2017,11,APOOS01,3,1
2017,11,APOOS01,4,1
2017,11,APOOS01,5,2
2017,11,APOOS01,6,3
2017,11,APOOS01,7,6
2017,11,APOOS01,8,7
2017,11,APOOS01,9,9
2017,11,APOOS01,8,7
2017,11,APOOS01,9,10
2017,11,APOOS01,9,10
2017,11,APOOS01,10,12
2017,11,APOOS01,11,14
2017,11,APOOS01,5,6
2017,11,APOOS01,6,9
2017,11,APOOS01,7,8
2017,11,APOOS01,8,13
2017,11,APOOS01,9,14
2017,11,APOOS01,10,17
2017,11,APOOS01,4,2
2017,11,APOOS01,6,3
2017,11,APOOS01,7,6
2017,11,APOOS01,8,14
2017,11,APOOS01,9,15
2017,11,APOOS01,5,3
2017,11,APOOS01,6,5
2017,11,APOOS01,7,8
2017,11,APOOS01,8,11
2017,11,APOOS01,9,16
2017,11,APOOS01,10,16
2017,11,APOOS01,7,4
2017,11,APOOS01,8,5
2017,11,APOOS01,10,12
2017,11,APOOS01,6,5
2017,11,APOOS01,7,5
2017,11,APOOS01,8,11
2017,11,APOOS01,9,13
2017,11,APOOS01,10,16
2017,11,APOOS01,11,22
2017,11,APOOS01,6,3
2017,11,APOOS01,7,5
2017,11,APOOS01,8,7
2017,11,APOOS01,5,2
2017,11,APOOS01,6,4
2017,11,APOOS01,8,7
2017,11,APOOS01,9,12
2017,11,APOOS01,6,4
2017,11,APOOS01,8,8
2017,11,APOOS01,9,10
2017,11,APOOS01,10,16
2017,11,APOOS01,4,1
2017,11,APOOS01,5,2
2017,11,APOOS01,6,5
2017,11,APOOS01,7,9
2017,11,APOOS01,9,12
2017,11,APOOS01,10,12
2017,11,APOOS01,11,20
2017,11,APOOS01,4,3
2017,11,APOOS01,5,4
2017,11,APOOS01,6,5
2017,11,APOOS01,7,9
2017,11,APOOS01,9,10
2017,11,APOOS01,10,11
2017,11,APOOS01,11,20
2017,11,ARDAR00,23,185
2017,11,ARDAR00,27,256
2017,11,ARDAR00,24,247
2017,11,ARDAR00,27,288
2017,11,ARDAR00,28,331
2017,11,ARDAR00,29,390
2017,11,ARDAR00,23,186
2017,11,ARDAR00,24,186
2017,11,ARDAR00,25,224
2017,11,ARDAR00,26,269
2017,11,ARDAR00,27,262
2017,11,ARDAR00,42,1200
2017,11,ARDAR00,17,69
2017,11,ARDAR00,18,98
2017,11,ARMAR02,14,73
2017,11,ARMAR02,14,76
2017,11,ARMAR02,19,182
2017,11,ARMAR02,21,204
2017,11,ARMAR02,14,80
2017,11,ARMAR02,15,87
